,bug_id,bug report text,bug report description,generated patch id,patch text,label
0,Bears,bug removeStatement,example want remove second block removeStatement block getStatement 3 Spoon removes first one found martinezmatias thanks,example want remove second block removeStatement block getStatement  Spoon removes first one found martinezmatias thanks,example want remove second block removeStatement block getStatement Spoon removes first one found martinezmatias thanks,1
0,Bears,RepositoryBeanNameGenerator fails resolve bean names custom implementations detected via Spring component index DATACMNS 1115,opened commented upgrading Spring Boot 2 0 0 M2 Spring Data Kay M4 cannot start microservices accessing MongoDB testcase appended produce stacktrace First thought Spring Boot issue spring projects spring boot 9780 Stacktrace Affects 2 0 M4 Kay Attachments Backported 1 13 5 Ingalls SR5 1 12 12 Hopper SR12,opened commented upgrading Spring Boot    M Spring Data Kay M cannot start microservices accessing MongoDB testcase appended produce stacktrace First thought Spring Boot issue spring projects spring boot  Stacktrace Affects   M Kay Attachments Backported    Ingalls SR    Hopper SR,opened commented upgrading Spring Boot Spring Data Kay cannot start microservices accessing MongoDB testcase appended produce stacktrace First thought Spring Boot issue spring projects spring boot Stacktrace Affects Kay Attachments Backported Ingalls SR Hopper SR,1
0,Bears,element toString crashes NP DefaultJavaPrettyPrinter visitCtTypeReference,analyzing elasticsearch get NP calling element toString something type references give concrete source file problem rather part project tar archive elasticsearch tar gz,analyzing elasticsearch get NP calling element toString something type references give concrete source file problem rather part project tar archive elasticsearch tar gz,analyzing elasticsearch get NP calling element toString something type references give concrete source file problem rather part project tar archive elasticsearch tar gz,1
0,Bears,meitrack temp sensor negative value,Hi Anton receiving wrong value temp sensor negative temp values example data temp 06FB2E translate 12 34°C according doc protocol v3 Could please check traccar reading temp correctly negative values sample data test Regards,Hi Anton receiving wrong value temp sensor negative temp values example data temp FBE translate  °C according doc protocol v Could please check traccar reading temp correctly negative values sample data test Regards,Hi Anton receiving wrong value temp sensor negative temp values example data temp FBE translate °C according doc protocol v Could please check traccar reading temp correctly negative values sample data test Regards,1
0,Bears,Jackson configuration used ProjectingJackson2HttpMessageConverter DATACMNS 1152,opened commented ProjectingJackson2HttpMessageConverter using default MappingJackson2HttpMessageConverter constructor instantiate ObjectMapper uses Jackson2ObjectMapperBuilder create Jackson ObjectMapper based application configuration instead ObjectMapper created directly SpringDataWebConfiguration extendMessageConverters causes ProjectingJackson2HttpMessageConverter use Jackson configuration application properties create ObjectMapper possibility configure Jackson ObjectMapper also breaks MappingJackson2HttpMessageConverter configuration functionality solve issue ObjectMapper creation delegated MappingJackson2HttpMessageConverter default constructor Affects 1 13 6 Ingalls SR6 2 0 RC2 Kay Backported 1 13 7 Ingalls SR7,opened commented ProjectingJacksonHttpMessageConverter using default MappingJacksonHttpMessageConverter constructor instantiate ObjectMapper uses JacksonObjectMapperBuilder create Jackson ObjectMapper based application configuration instead ObjectMapper created directly SpringDataWebConfiguration extendMessageConverters causes ProjectingJacksonHttpMessageConverter use Jackson configuration application properties create ObjectMapper possibility configure Jackson ObjectMapper also breaks MappingJacksonHttpMessageConverter configuration functionality solve issue ObjectMapper creation delegated MappingJacksonHttpMessageConverter default constructor Affects    Ingalls SR   RC Kay Backported    Ingalls SR,opened commented ProjectingJacksonHttpMessageConverter using default MappingJacksonHttpMessageConverter constructor instantiate ObjectMapper uses JacksonObjectMapperBuilder create Jackson ObjectMapper based application configuration instead ObjectMapper created directly SpringDataWebConfiguration extendMessageConverters causes ProjectingJacksonHttpMessageConverter use Jackson configuration application properties create ObjectMapper possibility configure Jackson ObjectMapper also breaks MappingJacksonHttpMessageConverter configuration functionality solve issue ObjectMapper creation delegated MappingJacksonHttpMessageConverter default constructor Affects Ingalls SR RC Kay Backported Ingalls SR,1
0,Bears,Repositories expose registered repository proxy type DATACMNS 1215,opened commented Converting entity ID using DomainClassConverter ToIdConverter fails entity instance actually proxy DomainClassConverter ToIdConverter matches checks repository sourceType getType case Hibernate proxy type EntityClass jvst repository registered key EntityClass application inability convert proxy causes exception Thymeleaf template generation prevents page loading completely may possible know persistence provider return proxy raw entity example JpaRepository getOne method may return proxy may cause subsequent queries return proxies would helpful DomainClassConverter attempted least one additional match going one step class hierarchy sort like GenericConversionService Converters find entity class superclass proxy would prevent failure Affects 1 13 8 Ingalls SR8 Reference URL https stackoverflow com q 47318903 3179666 Backported 2 0 2 Kay SR2 1 13 9 Ingalls SR9,opened commented Converting entity ID using DomainClassConverter ToIdConverter fails entity instance actually proxy DomainClassConverter ToIdConverter matches checks repository sourceType getType case Hibernate proxy type EntityClass jvst repository registered key EntityClass application inability convert proxy causes exception Thymeleaf template generation prevents page loading completely may possible know persistence provider return proxy raw entity example JpaRepository getOne method may return proxy may cause subsequent queries return proxies would helpful DomainClassConverter attempted least one additional match going one step class hierarchy sort like GenericConversionService Converters find entity class superclass proxy would prevent failure Affects    Ingalls SR Reference URL https stackoverflow com q   Backported    Kay SR    Ingalls SR,opened commented Converting entity ID using DomainClassConverter ToIdConverter fails entity instance actually proxy DomainClassConverter ToIdConverter matches checks repository sourceType getType case Hibernate proxy type EntityClass jvst repository registered key EntityClass application inability convert proxy causes exception Thymeleaf template generation prevents page loading completely may possible know persistence provider return proxy raw entity example JpaRepository getOne method may return proxy may cause subsequent queries return proxies would helpful DomainClassConverter attempted least one additional match going one step class hierarchy sort like GenericConversionService Converters find entity class superclass proxy would prevent failure Affects Ingalls SR Reference URL https stackoverflow com q Backported Kay SR Ingalls SR,1
0,Bears,Exception compilation due constructor private visibility,Hello issue instrumenting source code AssertJ Spoon instrumentation part work compilation part fail due following error created small Maven project part AssertJ source code cannot instrument compile Spoon project architecture following According Exception message problems comes class BooleanArraysBaseTest contains following code statement arrays new BooleanArrays refers BooleanArrays class contained package internal Singleton constructor package visibility class also called BooleanArrays contained package test private constructor Launcher configuration following something wrong configuration managed instrument several projects one Tell need information archive containing project available Thank Thibault,Hello issue instrumenting source code AssertJ Spoon instrumentation part work compilation part fail due following error created small Maven project part AssertJ source code cannot instrument compile Spoon project architecture following According Exception message problems comes class BooleanArraysBaseTest contains following code statement arrays new BooleanArrays refers BooleanArrays class contained package internal Singleton constructor package visibility class also called BooleanArrays contained package test private constructor Launcher configuration following something wrong configuration managed instrument several projects one Tell need information archive containing project available Thank Thibault,Hello issue instrumenting source code AssertJ Spoon instrumentation part work compilation part fail due following error created small Maven project part AssertJ source code cannot instrument compile Spoon project architecture following According Exception message problems comes class BooleanArraysBaseTest contains following code statement arrays new BooleanArrays refers BooleanArrays class contained package internal Singleton constructor package visibility class also called BooleanArrays contained package test private constructor Launcher configuration following something wrong configuration managed instrument several projects one Tell need information archive containing project available Thank Thibault,1
0,Bears,Stop receiving records error Last request dispatched response Cancelling subscription restarting KCL 2 0,Kinesis stream 2 shards data published continuously use KCL 2 0 1 java connect stream polling populating retrievalConfig retrievalSpecificConfig PollingConfig object works completely fine keeps receiving messages shards first 10 minutes stops receiving message even data continuously published stream leave process running 5 minutes issue persists restart process starts receiving messages shards stops receiving messages running 10 minutes Issue happens repeatedly throttling error seen logs Instead following errors seen logs 2018 10 19 14 12 43 531 ERROR main shardId 000000000000 Last request dispatched 2018 10 19T03 12 07 772Z response 2018 10 19T03 12 43 531Z PT35 759S Cancelling subscription restarting kind logs appear every 35 seconds shard first appeared happened shardId 000000000000 messages received shard appeared shardId 000000000001 well message received shard isolate publishing factor done another test first published lots data stream without consuming stop publishing start consumer application behaviours observed behaviours observed KCL 2 0 3 extracted attached relevant application logs error logs reference app log error log idea,Kinesis stream  shards data published continuously use KCL    java connect stream polling populating retrievalConfig retrievalSpecificConfig PollingConfig object works completely fine keeps receiving messages shards first  minutes stops receiving message even data continuously published stream leave process running  minutes issue persists restart process starts receiving messages shards stops receiving messages running  minutes Issue happens repeatedly throttling error seen logs Instead following errors seen logs        ERROR main shardId  Last request dispatched   T   Z response   T   Z PT S Cancelling subscription restarting kind logs appear every  seconds shard first appeared happened shardId  messages received shard appeared shardId  well message received shard isolate publishing factor done another test first published lots data stream without consuming stop publishing start consumer application behaviours observed behaviours observed KCL    extracted attached relevant application logs error logs reference app log error log idea,Kinesis stream shards data published continuously use KCL java connect stream polling populating retrievalConfig retrievalSpecificConfig PollingConfig object works completely fine keeps receiving messages shards first minutes stops receiving message even data continuously published stream leave process running minutes issue persists restart process starts receiving messages shards stops receiving messages running minutes Issue happens repeatedly throttling error seen logs Instead following errors seen logs ERROR main shardId Last request dispatched Z response Z PT Cancelling subscription restarting kind logs appear every seconds shard first appeared happened shardId messages received shard appeared shardId well message received shard isolate publishing factor done another test first published lots data stream without consuming stop publishing start consumer application behaviours observed behaviours observed KCL extracted attached relevant application logs error logs reference app log error log idea,1
0,Bears,Blank map pointer tracker sending vibration alarm,Hello Im happy traccar platform got strange issue got 40 trackers connected 2 missing map pointers noticed 2 trackers marked ´vibration´ alarm ignition bug something wrong trackers running h02 protocol Thanks,Hello Im happy traccar platform got strange issue got  trackers connected  missing map pointers noticed  trackers marked ´vibration´ alarm ignition bug something wrong trackers running h protocol Thanks,Hello Im happy traccar platform got strange issue got trackers connected missing map pointers noticed trackers marked ´vibration´ alarm ignition bug something wrong trackers running h protocol Thanks,1
0,Bears,Variable called java messes imports,Hello Spooning JUnit4 source code following class variable named java String java System getProperty java home File separator bin File separator java configured launcher launcher getEnvironment setAutoImports false running launcher following code generated java lang String java java lang System getProperty java home java io File separator bin java io File separator java completely normal compilation fail java lang System refers java String declared earlier lang attribute obviously Since previous issue running Spoon using launcher getEnvironment setAutoImports false Since quite specific renaming Java variable source code bit time consuming multiple classes similar variable Thibault,Hello Spooning JUnit source code following class variable named java String java System getProperty java home File separator bin File separator java configured launcher launcher getEnvironment setAutoImports false running launcher following code generated java lang String java java lang System getProperty java home java io File separator bin java io File separator java completely normal compilation fail java lang System refers java String declared earlier lang attribute obviously Since previous issue running Spoon using launcher getEnvironment setAutoImports false Since quite specific renaming Java variable source code bit time consuming multiple classes similar variable Thibault,Hello Spooning JUnit source code following class variable named java String java System getProperty java home File separator bin File separator java configured launcher launcher getEnvironment setAutoImports false running launcher following code generated java lang String java java lang System getProperty java home java io File separator bin java io File separator java completely normal compilation fail java lang System refers java String declared earlier lang attribute obviously Since previous issue running Spoon using launcher getEnvironment setAutoImports false Since quite specific renaming Java variable source code bit time consuming multiple classes similar variable Thibault,1
0,Bears,true setOneIndexedParameters still behaves false links json response DATACMNS 563,opened commented setting true argument 1 accepted HTTP request indeed considered index first page json response still displays links first page indexed 0 example requesting page 3 gets page 3 links described ignoring index start 1 prev link show 2 next link show 4 stands next page link index current page request Affects 1 8 2 Dijkstra SR2 Referenced pull request 267 Backported 2 0 3 Kay SR3 1 13 10 Ingalls SR10,opened commented setting true argument  accepted HTTP request indeed considered index first page json response still displays links first page indexed  example requesting page  gets page  links described ignoring index start  prev link show  next link show  stands next page link index current page request Affects    Dijkstra SR Referenced pull request  Backported    Kay SR    Ingalls SR,opened commented setting true argument accepted HTTP request indeed considered index first page json response still displays links first page indexed example requesting page gets page links described ignoring index start prev link show next link show stands next page link index current page request Affects Dijkstra SR Referenced pull request Backported Kay SR Ingalls SR,1
0,Bears,cGuard protocol decoding issue,got pair cGuard Atom devices one 2015 another one 2016 trying install configure Traccar server inside Docker acquire data devices Traccar version 3 10 cGuard Atom fw 3 2 3 latest available server successfully detects new device 2017 04 09 03 06 43 WARN Unknown device 35338606530 couple minutes begins decode gps data However navi data seem decoded incorrectly testing time coordinates zeroes datetime mark correspond Unix epoch time etc see hex decoder Trackar site correctly decodes HEX parts data,got pair cGuard Atom devices one  another one  trying install configure Traccar server inside Docker acquire data devices Traccar version   cGuard Atom fw    latest available server successfully detects new device       WARN Unknown device  couple minutes begins decode gps data However navi data seem decoded incorrectly testing time coordinates zeroes datetime mark correspond Unix epoch time etc see hex decoder Trackar site correctly decodes HEX parts data,got pair cGuard Atom devices one another one trying install configure Traccar server inside Docker acquire data devices Traccar version cGuard Atom fw latest available server successfully detects new device WARN Unknown device couple minutes begins decode gps data However navi data seem decoded incorrectly testing time coordinates zeroes datetime mark correspond Unix epoch time etc see hex decoder Trackar site correctly decodes HEX parts data,1
0,Bears,AbstractPersistentProperty getRawType consider generics DATACMNS 1139,opened commented AbstractPersistentProperty getRawType currently uses field property descriptor type turn use generics resolution mechanism means generic fields get different results call getTypeInformation getType getRawType Affects 1 12 11 Hopper SR11 1 13 6 Ingalls SR6 2 0 RC2 Kay Backported 1 13 7 Ingalls SR7 1 12 12 Hopper SR12,opened commented AbstractPersistentProperty getRawType currently uses field property descriptor type turn use generics resolution mechanism means generic fields get different results call getTypeInformation getType getRawType Affects    Hopper SR    Ingalls SR   RC Kay Backported    Ingalls SR    Hopper SR,opened commented AbstractPersistentProperty getRawType currently uses field property descriptor type turn use generics resolution mechanism means generic fields get different results call getTypeInformation getType getRawType Affects Hopper SR Ingalls SR RC Kay Backported Ingalls SR Hopper SR,1
0,Bears,use provided pullRequestTitle creating PR,Summary Related societe generale ci droid 6 new pullRequestTitle field needs taken account creating PR Type Issue Motivation Current Behavior PR created takes commitMessage title dedicated field pullRequestTitle introduced model use Expected Behavior use pullRequestTitle provided otherwise use branch name PR title Steps Reproduce bugs Environment Version used 1 0 5 OS version Version libs used,Summary Related societe generale ci droid  new pullRequestTitle field needs taken account creating PR Type Issue Motivation Current Behavior PR created takes commitMessage title dedicated field pullRequestTitle introduced model use Expected Behavior use pullRequestTitle provided otherwise use branch name PR title Steps Reproduce bugs Environment Version used    OS version Version libs used,Summary Related societe generale ci droid new pullRequestTitle field needs taken account creating PR Type Issue Motivation Current Behavior PR created takes commitMessage title dedicated field pullRequestTitle introduced model use Expected Behavior use pullRequestTitle provided otherwise use branch name PR title Steps Reproduce bugs Environment Version used OS version Version libs used,1
0,Bears,YamlGenerator closes target stream configured,Bug description YamlGenerator closes target stream configured Versions used jackson dataformat yaml 2 9 2 jackson databind 2 9 6 Expected result target stream closed writing value output running reproduction script program Actual result target stream closed using YamlGenerator following output running reproduction script program Steps reproduce,Bug description YamlGenerator closes target stream configured Versions used jackson dataformat yaml    jackson databind    Expected result target stream closed writing value output running reproduction script program Actual result target stream closed using YamlGenerator following output running reproduction script program Steps reproduce,Bug description YamlGenerator closes target stream configured Versions used jackson dataformat yaml jackson databind Expected result target stream closed writing value output running reproduction script program Actual result target stream closed using YamlGenerator following output running reproduction script program Steps reproduce,1
0,Bears,Context must read system properties rewrite properties file,Context must read system properties rewrite properties file,Context must read system properties rewrite properties file,Context must read system properties rewrite properties file,1
0,Bears,ReactiveCommandSegmentCommandFactory resolves StreamingOutput reactive types,using Redis Lettuce dynamic client described official documentation https github com lettuce io lettuce core wiki Redis Command Interfaces command interfaces response types commands interface looks exactly problem method get cannot find value key exception thrown instead returning empty Mono using predefined RedisReactiveCommands get works fine returns empty Mono seems like bug Redis Lettuce version used Also checked 5 0 4 RELEASE issue remained,using Redis Lettuce dynamic client described official documentation https github com lettuce io lettuce core wiki Redis Command Interfaces command interfaces response types commands interface looks exactly problem method get cannot find value key exception thrown instead returning empty Mono using predefined RedisReactiveCommands get works fine returns empty Mono seems like bug Redis Lettuce version used Also checked    RELEASE issue remained,using Redis Lettuce dynamic client described official documentation https github com lettuce io lettuce core wiki Redis Command Interfaces command interfaces response types commands interface looks exactly problem method get cannot find value key exception thrown instead returning empty Mono using predefined RedisReactiveCommands get works fine returns empty Mono seems like bug Redis Lettuce version used Also checked RELEASE issue remained,1
0,Bears,Large HTML File conversion PDF hangs,Hi trying convert large HTML File approximately 600 pages passing conversion hangs Following observation debugging core PdfRendererBuilder class file following method call renderer layout action takes significant time completes process looked renderer createPDF trying create entire PDF memory document completion starts writing OutputStream write directly OutputStream page page think might solve problem Following code snippet please check anything wrong code snippet completing builder run process hangs Please help solution Thanks advance,Hi trying convert large HTML File approximately  pages passing conversion hangs Following observation debugging core PdfRendererBuilder class file following method call renderer layout action takes significant time completes process looked renderer createPDF trying create entire PDF memory document completion starts writing OutputStream write directly OutputStream page page think might solve problem Following code snippet please check anything wrong code snippet completing builder run process hangs Please help solution Thanks advance,Hi trying convert large HTML File approximately pages passing conversion hangs Following observation debugging core PdfRendererBuilder class file following method call renderer layout action takes significant time completes process looked renderer createPDF trying create entire PDF memory document completion starts writing OutputStream write directly OutputStream page page think might solve problem Following code snippet please check anything wrong code snippet completing builder run process hangs Please help solution Thanks advance,1
0,Bears,TracingP6SpyListener computing Tags DB TYPE properly,Type bugfix TracingP6SpyListener class line 112 take account url returned DatabaseMetaData null,Type bugfix TracingPSpyListener class line  take account url returned DatabaseMetaData null,Type bugfix TracingPSpyListener class line take account url returned DatabaseMetaData null,1
0,Bears,CtElementImpl getMetadataKeys throws NPE,get NPE invoking method getMetadataKeys CtElement Looking source code looks like metadata null null check return null like getMetadata method return empty set,get NPE invoking method getMetadataKeys CtElement Looking source code looks like metadata null null check return null like getMetadata method return empty set,get NPE invoking method getMetadataKeys CtElement Looking source code looks like metadata null null check return null like getMetadata method return empty set,1
0,Bears,Processor using templated type process method abstract class,define abstract spoon Processor declaring process method templated type create concrete class extending previous one problem concrete processors receiving every classes matches upper bound template,define abstract spoon Processor declaring process method templated type create concrete class extending previous one problem concrete processors receiving every classes matches upper bound template,define abstract spoon Processor declaring process method templated type create concrete class extending previous one problem concrete processors receiving every classes matches upper bound template,1
0,Bears,generic type Regression able spoon Guava,seems 1218 introduced regression Guava project used CI check behaviour Spoon see trace See full stack trace https ci inria fr sos job Guava 262 console,seems  introduced regression Guava project used CI check behaviour Spoon see trace See full stack trace https ci inria fr sos job Guava  console,seems introduced regression Guava project used CI check behaviour Spoon see trace See full stack trace https ci inria fr sos job Guava console,1
0,Bears,Persist fails entity without id version field EnableAuditing DATACMNS 957,opened commented Follow domain persist works long auditing turned putting EnableAuditing application follows exception thrown Description auditing enabled steps executed Determine strategy fill auditing fields Find fields filled via auditing Fill found fields strategy determined id version available domain exception thrown object persisted exception also thrown fields model filled via auditing need throw exception fields filled via auditing code make clear patch ticket PR 189 Issue Links Referenced pull request 189 Backported 1 13 GA Ingalls 1 12 7 Hopper SR7 1 11 7 Gosling SR7,opened commented Follow domain persist works long auditing turned putting EnableAuditing application follows exception thrown Description auditing enabled steps executed Determine strategy fill auditing fields Find fields filled via auditing Fill found fields strategy determined id version available domain exception thrown object persisted exception also thrown fields model filled via auditing need throw exception fields filled via auditing code make clear patch ticket PR  Issue Links Referenced pull request  Backported   GA Ingalls    Hopper SR    Gosling SR,opened commented Follow domain persist works long auditing turned putting EnableAuditing application follows exception thrown Description auditing enabled steps executed Determine strategy fill auditing fields Find fields filled via auditing Fill found fields strategy determined id version available domain exception thrown object persisted exception also thrown fields model filled via auditing need throw exception fields filled via auditing code make clear patch ticket PR Issue Links Referenced pull request Backported GA Ingalls Hopper SR Gosling SR,1
0,Bears,Improve identifier metadata detection XML based entity mappings DATAJPA 658,opened commented model POJO persistence configuration separated project orm xml file want expose persistence API detected entities configured annotated persistence annotations Id example cannot annotate entities come target model source code would great Spring Data REST configurable using orm xml files xml source apart annotations Thank Affects 1 7 1 Evans SR1 1 8 M1 Fowler Issue Links Referenced pull request 146 Backported 2 0 4 Kay SR4 1 11 11 Ingalls SR11 2 votes 6 watchers,opened commented model POJO persistence configuration separated project orm xml file want expose persistence API detected entities configured annotated persistence annotations Id example cannot annotate entities come target model source code would great Spring Data REST configurable using orm xml files xml source apart annotations Thank Affects    Evans SR   M Fowler Issue Links Referenced pull request  Backported    Kay SR    Ingalls SR  votes  watchers,opened commented model POJO persistence configuration separated project orm xml file want expose persistence API detected entities configured annotated persistence annotations Id example cannot annotate entities come target model source code would great Spring Data REST configurable using orm xml files xml source apart annotations Thank Affects Evans SR Fowler Issue Links Referenced pull request Backported Kay SR Ingalls SR votes watchers,1
0,Bears,mapping service mapping error toString value inserted integrated dataset,Reproduce Go mapping service Create new mapping project Add TypeTestRef new source Edit label attribute Fill Create integrated dataset Expected behaviour Mapping fails validation label label mapping contains script errors Observed behaviour mapping executed toString value error inserted label,Reproduce Go mapping service Create new mapping project Add TypeTestRef new source Edit label attribute Fill Create integrated dataset Expected behaviour Mapping fails validation label label mapping contains script errors Observed behaviour mapping executed toString value error inserted label,Reproduce Go mapping service Create new mapping project Add TypeTestRef new source Edit label attribute Fill Create integrated dataset Expected behaviour Mapping fails validation label label mapping contains script errors Observed behaviour mapping executed toString value error inserted label,1
0,Bears,Infinite recursion deserializing class extending Map recursive value type,Hello using jackson databind 2 8 8 class unusual definition extending Map values type class seems like facing infinite recursion issue reproduce use inspire class defined executing following code calling readValue mapper throws StackOverflowException stacktrace Looking briefly code seems like recursive definition class equals call MapLikeType may never get loop idea Thanks,Hello using jackson databind    class unusual definition extending Map values type class seems like facing infinite recursion issue reproduce use inspire class defined executing following code calling readValue mapper throws StackOverflowException stacktrace Looking briefly code seems like recursive definition class equals call MapLikeType may never get loop idea Thanks,Hello using jackson databind class unusual definition extending Map values type class seems like facing infinite recursion issue reproduce use inspire class defined executing following code calling readValue mapper throws StackOverflowException stacktrace Looking briefly code seems like recursive definition class equals call MapLikeType may never get loop idea Thanks,1
0,Bears,StdDateFormat deserializes dates tz offset UTC instead configured timezone,Prior version 2 8 9 dates without time zone time offset eg 1970 01 01T00 00 00 000 deserialised TimeZone set ObjectMapper Starting 2 8 9 dates deserialised UTC major breaking change behaviour Example,Prior version    dates without time zone time offset eg   T    deserialised TimeZone set ObjectMapper Starting    dates deserialised UTC major breaking change behaviour Example,Prior version dates without time zone time offset eg deserialised TimeZone set ObjectMapper Starting dates deserialised UTC major breaking change behaviour Example,1
0,Bears,ArrayIndexOutOfBoundsException impossible non static inner class constructor,Minimal repro Fails like Validation missing impossible constructor Works expected InnerSomething static,Minimal repro Fails like Validation missing impossible constructor Works expected InnerSomething static,Minimal repro Fails like Validation missing impossible constructor Works expected InnerSomething static,1
0,Bears,JsonIdentityReference used setup class,trying setup JsonIdentityInfo JsonIdentityReference order serialize references given class Object Id deserialize later using custom ObjectIdResolver retrieve proper referenced instance use JsonIdentityReference alwaysAsId true order enforce exporting object id cases work expected define annotation class works fine set directly property would rather define every property probably miss see BeanSerializerBase alwaysAsId reset ObjectIdInfo found accessor kept current value override found tried set back default ObjectIdInfo created NAME OBJECT REF sure right way fix test added TestObjectIdSerialization case,trying setup JsonIdentityInfo JsonIdentityReference order serialize references given class Object Id deserialize later using custom ObjectIdResolver retrieve proper referenced instance use JsonIdentityReference alwaysAsId true order enforce exporting object id cases work expected define annotation class works fine set directly property would rather define every property probably miss see BeanSerializerBase alwaysAsId reset ObjectIdInfo found accessor kept current value override found tried set back default ObjectIdInfo created NAME OBJECT REF sure right way fix test added TestObjectIdSerialization case,trying setup JsonIdentityInfo JsonIdentityReference order serialize references given class Object Id deserialize later using custom ObjectIdResolver retrieve proper referenced instance use JsonIdentityReference alwaysAsId true order enforce exporting object id cases work expected define annotation class works fine set directly property would rather define every property probably miss see BeanSerializerBase alwaysAsId reset ObjectIdInfo found accessor kept current value override found tried set back default ObjectIdInfo created NAME OBJECT REF sure right way fix test added TestObjectIdSerialization case,1
0,Bears,ACCEPT CASE INSENSITIVE PROPERTIES fails JsonUnwrapped,note moved FasterXML jackson dataformat csv 133 trying deserialize type like case insensitive mapper mapper enable MapperFeature ACCEPT CASE INSENSITIVE PROPERTIES get exception,note moved FasterXML jackson dataformat csv  trying deserialize type like case insensitive mapper mapper enable MapperFeature ACCEPT CASE INSENSITIVE PROPERTIES get exception,note moved FasterXML jackson dataformat csv trying deserialize type like case insensitive mapper mapper enable MapperFeature ACCEPT CASE INSENSITIVE PROPERTIES get exception,1
0,Bears,Missing properties deserializing using builder class non default constructor mutator annotated JsonUnwrapped,deserializing using builder class non default constructor number mutator methods annotated JsonUnwrapped BuilderBasedDeserializer deserializeUsingPropertyBasedWithUnwrapped method cuts short process adding SettableBeanProperties logic dictates properties necessary construct builder found builder constructed using known SettableBeanProperties found point tokenizing process Therefore case builder single property required construction property found anywhere end JSON content properties subsequent constructor property evaluated left default values Given following classes given following JSON string see following output However place emp id property end JSON string would get following output place emp age emp first name emp last name emp id property JSON string would get following output,deserializing using builder class non default constructor number mutator methods annotated JsonUnwrapped BuilderBasedDeserializer deserializeUsingPropertyBasedWithUnwrapped method cuts short process adding SettableBeanProperties logic dictates properties necessary construct builder found builder constructed using known SettableBeanProperties found point tokenizing process Therefore case builder single property required construction property found anywhere end JSON content properties subsequent constructor property evaluated left default values Given following classes given following JSON string see following output However place emp id property end JSON string would get following output place emp age emp first name emp last name emp id property JSON string would get following output,deserializing using builder class non default constructor number mutator methods annotated JsonUnwrapped BuilderBasedDeserializer deserializeUsingPropertyBasedWithUnwrapped method cuts short process adding SettableBeanProperties logic dictates properties necessary construct builder found builder constructed using known SettableBeanProperties found point tokenizing process Therefore case builder single property required construction property found anywhere end JSON content properties subsequent constructor property evaluated left default values Given following classes given following JSON string see following output However place emp id property end JSON string would get following output place emp age emp first name emp last name emp id property JSON string would get following output,1
0,Bears,NullPointerException ProjectingJackson2HttpMessageConverter DATACMNS 972,opened commented Managed get nullpointer switching spring boot 1 5 0 RC1 1 4 3 RELEASE Nullpointer happens rawType null type generic type like generic type targetClass initialised correctly using ResolvableType forMethodParameter parameter resolve spring new ProjectingJackson2HttpMessageConverter converter initialized first converter spring boot defines json path depenency spring Stacktrace Affects 1 13 RC1 Ingalls Reference URL https jira spring io browse DATACMNS 885 Attachments Backported 1 13 GA Ingalls,opened commented Managed get nullpointer switching spring boot    RC    RELEASE Nullpointer happens rawType null type generic type like generic type targetClass initialised correctly using ResolvableType forMethodParameter parameter resolve spring new ProjectingJacksonHttpMessageConverter converter initialized first converter spring boot defines json path depenency spring Stacktrace Affects   RC Ingalls Reference URL https jira spring io browse DATACMNS  Attachments Backported   GA Ingalls,opened commented Managed get nullpointer switching spring boot RC RELEASE Nullpointer happens rawType null type generic type like generic type targetClass initialised correctly using ResolvableType forMethodParameter parameter resolve spring new ProjectingJacksonHttpMessageConverter converter initialized first converter spring boot defines json path depenency spring Stacktrace Affects RC Ingalls Reference URL https jira spring io browse DATACMNS Attachments Backported GA Ingalls,1
0,Bears,issue isOverriding behavior extending TypeParameters,consider interface Iterable E contain method forEach Consumer super E create class extends String implements Iterable implement version forEach use ClassTypingContext isSameSignature two forEach methods return false type parameter really sure bug overriding method type parameter defined signature exactly use isSameSignature getAllMethods see 1375 get Iterable forEach ArrayList forEach using ArrayList WDYT consider signature consider getAllMethods indeed return two different methods Edit Actually extended test check isOverriding returns false obviously wrong real issue,consider interface Iterable E contain method forEach Consumer super E create class extends String implements Iterable implement version forEach use ClassTypingContext isSameSignature two forEach methods return false type parameter really sure bug overriding method type parameter defined signature exactly use isSameSignature getAllMethods see  get Iterable forEach ArrayList forEach using ArrayList WDYT consider signature consider getAllMethods indeed return two different methods Edit Actually extended test check isOverriding returns false obviously wrong real issue,consider interface Iterable E contain method forEach Consumer super E create class extends String implements Iterable implement version forEach use ClassTypingContext isSameSignature two forEach methods return false type parameter really sure bug overriding method type parameter defined signature exactly use isSameSignature getAllMethods see get Iterable forEach ArrayList forEach using ArrayList WDYT consider signature consider getAllMethods indeed return two different methods Edit Actually extended test check isOverriding returns false obviously wrong real issue,1
0,Bears,NPE DefaultJavaPrettyPrinter printCtFieldAccess,intel bug reproduction found following issue HabchiSarra SmellDetector 8 full stack trace using spoon 5 9 0 SNAPSHOT,intel bug reproduction found following issue HabchiSarra SmellDetector  full stack trace using spoon    SNAPSHOT,intel bug reproduction found following issue HabchiSarra SmellDetector full stack trace using spoon SNAPSHOT,1
